sample_id	study	mark	track_variant	bigwig_file	display_name	locus_tag	role	chrom	gene_start_1based	gene_end_1based	strand	metric	region_start_1based	region_end_1based	region_length_bp	covered_bases	missing_bases	exact_zero_bases	mean_cpm	max_cpm	nonzero_fraction	genome_percentile_midrank	genome_rank_desc	genome_population_n	reporter_set_rank_desc	reporter_set_n
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body	1954685	1958363	3679	3679	0	160	4.139065	15.563800	0.956510	67.929085	3121.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body_plus_minus_2kb	1952685	1960363	7679	7679	0	960	2.785702	15.563800	0.874984	59.727646	3919.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	promoter	9533663	9534862	1200	1200	0	148	1.431871	5.706730	0.876667	60.395683	3854.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body	9534663	9542052	7390	7390	0	1150	2.383641	12.969800	0.844384	48.442960	5017.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body_plus_minus_2kb	9532663	9544052	11390	11390	0	2190	1.978156	12.969800	0.807726	41.053443	5736.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	promoter	1051444	1052643	1200	1200	0	190	1.549463	3.631550	0.841667	63.602261	3542.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body	1049668	1051643	1976	1976	0	143	2.901935	5.706730	0.927632	53.478931	4527.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body_plus_minus_2kb	1047668	1053643	5976	5976	0	660	2.134901	5.706730	0.889558	44.270298	5423.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	promoter	3389116	3390315	1200	1200	0	160	1.791999	9.338280	0.866667	68.915725	3025.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body	3390116	3391799	1684	1684	0	120	3.916829	10.375900	0.928741	64.886948	3417.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body_plus_minus_2kb	3388116	3393799	5684	5684	0	910	2.829086	11.932200	0.839901	60.704008	3824.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	promoter	5463383	5464582	1200	1200	0	0	7.190478	16.082600	1.000000	98.586845	138.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body	5464383	5466903	2521	2521	0	170	4.504920	16.082600	0.932566	72.615622	2665.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body_plus_minus_2kb	5462383	5468903	6521	6521	0	633	3.649932	16.082600	0.902929	78.052415	2136.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	promoter	7790791	7791990	1200	1200	0	410	3.042620	21.477301	0.658333	79.645427	1981.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body	7782698	7790990	8293	8293	0	6443	2.530049	37.998402	0.223080	58.936280	3996.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body_plus_minus_2kb	7780698	7792990	12293	12293	0	8393	2.519882	37.998402	0.317254	53.807811	4495.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	promoter	5740984	5742183	1200	1200	0	110	7.534961	24.781601	0.908333	91.906475	788.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body	5741984	5743793	1810	1810	0	403	6.653130	23.129400	0.777348	78.155190	2126.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body_plus_minus_2kb	5739984	5745793	5810	5810	0	2273	5.612878	24.781601	0.608778	87.816033	1186.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	promoter	1684520	1685719	1200	1200	0	211	12.535323	33.042099	0.824167	98.936280	104.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	gene_body	1682372	1684719	2348	2348	0	2110	0.230788	3.304210	0.101363	27.497431	7055.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	gene_body_plus_minus_2kb	1680372	1686719	6348	6348	0	3219	4.041508	33.042099	0.492911	74.064748	2524.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	promoter	1958164	1959363	1200	1200	0	670	2.871902	16.521000	0.441667	78.556012	2087.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body	1954685	1958363	3679	3679	0	2136	3.717340	26.433701	0.419407	62.790339	3621.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body_plus_minus_2kb	1952685	1960363	7679	7679	0	5036	2.113373	26.433701	0.344185	48.412127	5020.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	promoter	9533663	9534862	1200	1200	0	680	1.024303	4.956310	0.433333	60.765673	3818.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body	9534663	9542052	7390	7390	0	4792	1.409764	13.216800	0.351556	54.414183	4436.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body_plus_minus_2kb	9532663	9544052	11390	11390	0	7758	1.167060	13.216800	0.318876	38.679342	5967.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	promoter	1051444	1052643	1200	1200	0	1020	0.247815	1.652100	0.150000	35.621788	6264.500000	9730	7.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body	1049668	1051643	1976	1976	0	1583	0.403829	3.304210	0.198887	40.046249	5834.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body_plus_minus_2kb	1047668	1053643	5976	5976	0	5296	0.212871	3.304210	0.113788	17.816033	7997.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	promoter	3389116	3390315	1200	1200	0	1120	0.110140	1.652100	0.066667	15.411100	8231.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body	3390116	3391799	1684	1684	0	1155	0.538600	3.304210	0.314133	44.763618	5375.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body_plus_minus_2kb	3388116	3393799	5684	5684	0	3435	3.187648	24.781601	0.395672	63.293936	3572.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	promoter	5463383	5464582	1200	1200	0	170	5.209630	16.521000	0.858333	87.384378	1228.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body	5464383	5466903	2521	2521	0	1310	2.469962	14.868900	0.480365	58.720452	4017.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body_plus_minus_2kb	5462383	5468903	6521	6521	0	3293	3.033626	21.477301	0.495016	61.073998	3788.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	promoter	7790791	7791990	1200	1200	0	1180	0.109190	6.551410	0.016667	16.022610	8171.500000	9730	7.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body	7782698	7790990	8293	8293	0	7113	1.074390	13.102800	0.142289	53.150051	4559.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body_plus_minus_2kb	7780698	7792990	12293	12293	0	10323	1.241746	19.654200	0.160254	47.425488	5116.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	promoter	5740984	5742183	1200	1200	0	1037	0.889900	6.551410	0.135833	48.324769	5028.500000	9730	5.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body	5741984	5743793	1810	1810	0	1700	0.615325	13.102800	0.060773	34.434738	6380.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body_plus_minus_2kb	5739984	5745793	5810	5810	0	4843	1.538058	19.654200	0.166437	51.402878	4729.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	promoter	1684520	1685719	1200	1200	0	710	3.166513	13.102800	0.408333	82.985612	1656.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	gene_body	1682372	1684719	2348	2348	0	2028	0.892867	6.551410	0.136286	47.620761	5097.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-26	NCU06577	TLS	CM002239.1	1682372	1684719	-	gene_body_plus_minus_2kb	1680372	1686719	6348	6348	0	5228	1.248772	13.102800	0.176434	47.517986	5107.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	promoter	1958164	1959363	1200	1200	0	1113	0.895358	13.102800	0.072500	48.391572	5022.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body	1954685	1958363	3679	3679	0	3339	0.747918	13.102800	0.092416	41.454265	5697.000000	9730	5.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	polh	NCU01936	TLS	CM002236.1	1954685	1958363	-	gene_body_plus_minus_2kb	1952685	1960363	7679	7679	0	7339	0.358327	13.102800	0.044277	7.250771	9025.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	promoter	9533663	9534862	1200	1200	0	980	1.201092	6.551410	0.183333	60.544707	3839.500000	9730	3.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body	9534663	9542052	7390	7390	0	7140	0.221631	6.551410	0.033829	13.530319	8414.000000	9730	8.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	qde-3	NCU08598	RecQ	CM002236.1	9534663	9542052	+	gene_body_plus_minus_2kb	9532663	9544052	11390	11390	0	10680	0.414137	13.102800	0.062335	10.436793	8715.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	promoter	1051444	1052643	1200	1200	0	1200	0.000000	0.000000	0.000000	7.667009	8984.500000	9730	8.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body	1049668	1051643	1976	1976	0	1886	0.298394	6.551410	0.045547	17.199383	8057.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	recQ2	NCU03337	RecQ	CM002237.1	1049668	1051643	-	gene_body_plus_minus_2kb	1047668	1053643	5976	5976	0	5646	0.361775	6.551410	0.055221	7.507708	9000.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	promoter	3389116	3390315	1200	1200	0	1175	0.136488	6.551410	0.020833	16.233299	8151.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body	3390116	3391799	1684	1684	0	1414	1.050404	6.551410	0.160333	52.553957	4617.000000	9730	3.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mei-3	NCU02741	HR	CM002236.1	3390116	3391799	+	gene_body_plus_minus_2kb	3388116	3393799	5684	5684	0	4334	3.446287	39.308399	0.237509	72.132580	2712.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	promoter	5463383	5464582	1200	1200	0	722	4.018194	19.654200	0.398333	86.479959	1316.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body	5464383	5466903	2521	2521	0	2103	1.086271	6.551410	0.165807	53.458376	4529.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mus-11	NCU04275	HR	CM002240.1	5464383	5466903	+	gene_body_plus_minus_2kb	5462383	5468903	6521	6521	0	4523	5.031348	58.962700	0.306395	85.256937	1435.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	promoter	7790791	7791990	1200	1200	0	0	2.919039	8.720780	1.000000	84.198356	1538.000000	9730	4.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body	7782698	7790990	8293	8293	0	1753	2.076292	16.472601	0.788617	46.079137	5247.000000	9730	7.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	mus-9	NCU11188	checkpoint	CM002236.1	7782698	7790990	-	gene_body_plus_minus_2kb	7780698	7792990	12293	12293	0	1790	2.756689	18.410500	0.854389	59.265159	3964.000000	9730	6.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	promoter	5740984	5742183	1200	1200	0	0	6.427131	17.926100	1.000000	97.353546	258.000000	9730	2.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body	5741984	5743793	1810	1810	0	100	6.628647	14.534600	0.944751	92.461459	734.000000	9730	1.000000	8
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	uvs-2	NCU05210	TLS	CM002239.1	5741984	5743793	+	gene_body_plus_minus_2kb	5739984	5745793	5810	5810	0	280	4.200200	17.926100	0.951807	85.596095	1402.000000	9730	1.000000	8
