sample_id	study	mark	track_variant	bigwig_file	display_name	locus_tag	role	chrom	gene_start_1based	gene_end_1based	strand	metric	region_start_1based	region_end_1based	region_length_bp	covered_bases	missing_bases	exact_zero_bases	mean_cpm	max_cpm	nonzero_fraction	genome_percentile_midrank	genome_rank_desc	genome_population_n	reporter_set_rank_desc	reporter_set_n
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	167	3.521960	11.413500	0.961820	59.850976	3907.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	870	2.329366	11.413500	0.896107	48.792395	4983.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	250	2.264966	8.819490	0.791667	76.860226	2252.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	65	3.258442	13.488600	0.979140	56.778006	4206.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	810	2.734820	13.488600	0.886172	58.504625	4038.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	249	1.386908	5.187930	0.792500	59.100719	3980.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body	1825042	1827519	2478	2478	0	89	7.291790	18.676600	0.964084	95.955807	394.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body_plus_minus_2kb	1823042	1829519	6478	6478	0	1469	3.188922	18.676600	0.773232	68.453237	3070.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	promoter	7406182	7407381	1200	1200	0	20	2.144346	5.187930	0.983333	75.071942	2426.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body	7403946	7406381	2436	2436	0	70	5.582568	16.082600	0.971264	85.369990	1424.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	nonduplicate	Ferraro2021_WT_H3K4me1.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body_plus_minus_2kb	7401946	7408381	6436	6436	0	150	5.027848	16.082600	0.976694	94.105858	574.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	promoter	3265920	3267119	1200	1200	0	1200	0.000000	0.000000	0.000000	4.758479	9267.500000	9730	7.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body	3264327	3266119	1793	1793	0	1363	0.396209	1.652100	0.239822	39.768756	5861.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	4184	1.139901	16.521000	0.277749	38.453237	5989.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	1047	0.242308	3.304210	0.127500	34.835560	6341.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	841	1.763626	8.260520	0.559916	56.140802	4268.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	3730	1.481330	14.868900	0.368973	41.536485	5689.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	931	0.479110	3.304210	0.224167	49.172662	4946.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	1643	1.546753	11.564700	0.394397	55.236382	4356.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	3893	2.278931	16.521000	0.420080	50.632066	4804.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	1007	0.307015	3.304210	0.160833	38.597122	5975.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	1074	5.597655	24.781601	0.754458	72.142857	2711.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	4207	3.102179	24.781601	0.497612	62.019527	3696.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	649	7.106796	33.042099	0.459167	91.145940	862.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	1795	1.087440	9.912620	0.423941	52.327852	4639.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	3890	3.103612	33.042099	0.453345	62.050360	3693.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	689	1.102779	4.956310	0.425833	61.937307	3704.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body	1825042	1827519	2478	2478	0	659	2.525490	8.260520	0.734060	58.905447	3999.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body_plus_minus_2kb	1823042	1829519	6478	6478	0	3938	1.165500	8.260520	0.392096	38.627955	5972.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	promoter	7406182	7407381	1200	1200	0	90	8.756137	24.781601	0.925000	94.383350	547.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body	7403946	7406381	2436	2436	0	790	6.840354	29.737900	0.675698	79.429599	2002.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me2	Ferraro et al. 2021	H3K4me2	nonduplicate	Ferraro2021_WT_H3K4me2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body_plus_minus_2kb	7401946	7408381	6436	6436	0	880	8.943322	29.737900	0.863269	98.617677	135.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	promoter	3265920	3267119	1200	1200	0	1040	0.873521	6.551410	0.133333	46.485098	5207.500000	9730	5.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body	3264327	3266119	1793	1793	0	1713	0.292311	6.551410	0.044618	16.870504	8089.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	4684	2.564920	39.308399	0.191438	63.232271	3578.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	867	1.818016	6.551410	0.277500	73.016444	2626.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	1571	1.165609	6.551410	0.177917	55.554985	4325.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	5044	0.960933	6.551410	0.146676	40.734841	5767.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	1050	1.364876	19.654200	0.125000	63.437821	3558.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	2223	1.183262	6.551410	0.180612	56.017472	4280.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	5003	3.542617	52.411201	0.254730	73.304214	2598.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	1117	0.453139	6.551410	0.069167	29.815005	6829.500000	9730	6.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	2424	6.874928	58.962700	0.445816	86.017472	1361.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	6174	3.786576	58.962700	0.262718	75.524152	2382.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	719	3.838031	19.654200	0.400833	85.894142	1373.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	2396	1.576880	13.102800	0.231065	62.163412	3682.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	5136	3.194684	45.859798	0.278246	69.583762	2960.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	1200	0.000000	0.000000	0.000000	7.667009	8984.500000	9730	7.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body	1825042	1827519	2478	2478	0	2168	0.925340	13.102800	0.125101	48.884892	4974.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body_plus_minus_2kb	1823042	1829519	6478	6478	0	6168	0.353966	13.102800	0.047854	7.034943	9046.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	promoter	7406182	7407381	1200	1200	0	269	12.949937	39.308399	0.775833	97.117163	281.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body	7403946	7406381	2436	2436	0	1481	3.213847	19.654200	0.392036	72.173690	2708.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me3	Ferraro et al. 2021	H3K4me3	nonduplicate	Ferraro2021_WT_H3K4me3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body_plus_minus_2kb	7401946	7408381	6436	6436	0	3116	6.636909	39.308399	0.515848	92.430627	737.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	promoter	3265920	3267119	1200	1200	0	321	0.653655	2.422440	0.732500	30.950668	6719.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body	3264327	3266119	1793	1793	0	379	0.926282	2.906930	0.788622	30.909558	6723.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	650	2.185004	12.596700	0.887796	45.760534	5278.000000	9730	7.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	240	0.929005	4.360390	0.800000	45.123330	5340.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	90	4.593126	16.472601	0.952904	73.581706	2571.000000	9730	4.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	650	3.560178	17.926100	0.890036	76.068859	2329.000000	9730	2.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	20	1.360199	3.391420	0.983333	59.429599	3948.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	30	4.627901	15.019100	0.988942	74.054471	2525.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	471	3.348182	15.019100	0.929838	71.536485	2770.000000	9730	3.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	320	0.742477	2.422440	0.733333	36.027749	6225.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	167	3.507275	12.596700	0.961820	59.984584	3894.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	870	2.307073	12.596700	0.896107	48.556012	5006.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	250	2.230663	8.236290	0.791667	76.860226	2252.000000	9730	1.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	65	3.260652	13.565700	0.979140	57.127441	4172.000000	9730	6.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	810	2.698316	13.565700	0.886172	57.939363	4093.000000	9730	5.000000	7
Ferraro2021_WT_H3K4me1	Ferraro et al. 2021	H3K4me1	all_mapped	Ferraro2021_WT_H3K4me1.q20.all_mapped.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	249	1.327497	5.329370	0.792500	58.360740	4052.000000	9730	4.000000	7
