sample_id	study	mark	track_variant	bigwig_file	display_name	locus_tag	role	chrom	gene_start_1based	gene_end_1based	strand	metric	region_start_1based	region_end_1based	region_length_bp	covered_bases	missing_bases	exact_zero_bases	mean_cpm	max_cpm	nonzero_fraction	genome_percentile_midrank	genome_rank_desc	genome_population_n	reporter_set_rank_desc	reporter_set_n
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	5545	0.042023	2.684990	0.042810	50.334018	4833.000000	9730	4.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	1142	0.046241	2.684990	0.048333	69.475848	2970.500000	9730	4.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	1805	0.054796	2.684990	0.055468	69.820144	2937.000000	9730	2.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	5605	0.049360	2.684990	0.051768	77.816033	2159.000000	9730	3.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	1143	0.046241	2.684990	0.047500	69.717369	2947.000000	9730	3.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	2589	0.040907	0.894995	0.045706	34.506680	6373.000000	9730	5.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	6438	0.038130	2.684990	0.040965	34.958890	6329.000000	9730	6.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	1176	0.017900	0.894995	0.020000	14.886948	8282.000000	9730	7.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	4201	0.036831	1.789990	0.039552	24.989723	7299.000000	9730	7.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	8047	0.037193	1.789990	0.039049	31.361768	6679.000000	9730	7.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	1142	0.044750	1.789990	0.048333	65.858171	3322.500000	9730	5.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	2886	0.070657	1.789990	0.073813	91.541624	823.500000	9730	1.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	6715	0.053579	1.789990	0.056352	87.836588	1184.000000	9730	2.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	1129	0.059666	1.789990	0.059167	85.071942	1453.000000	9730	2.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body	1825042	1827519	2478	2478	0	2378	0.036840	1.789990	0.040355	25.005139	7297.500000	9730	6.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body_plus_minus_2kb	1823042	1829519	6478	6478	0	6208	0.040066	1.789990	0.041680	42.831449	5563.000000	9730	5.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	promoter	7406182	7407381	1200	1200	0	1117	0.067125	1.789990	0.069167	91.269270	850.000000	9730	1.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body	7403946	7406381	2436	2436	0	2301	0.054376	1.789990	0.055419	68.864337	3030.000000	9730	3.000000	7
Kamei2021_WT_MNase_rep2	Kamei et al. 2021 rep2	MNase	nonduplicate	Kamei2021_WT_MNase_rep2.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body_plus_minus_2kb	7401946	7408381	6436	6436	0	6062	0.055346	1.789990	0.058111	90.909558	885.000000	9730	1.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	promoter	3265920	3267119	1200	1200	0	1167	0.020172	1.274020	0.027500	25.133607	7285.000000	9730	6.500000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body	3264327	3266119	1793	1793	0	1699	0.046186	3.185050	0.052426	40.806783	5760.000000	9730	4.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	5547	0.033648	3.185050	0.042465	19.902364	7794.000000	9730	6.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	1121	0.046714	1.274020	0.065833	76.063720	2329.500000	9730	1.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	1796	0.041334	1.274020	0.060178	29.295992	6880.000000	9730	7.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	5500	0.047633	1.274020	0.069531	68.031860	3111.000000	9730	3.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	1147	0.033974	1.911030	0.044167	55.986639	4283.000000	9730	2.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	2546	0.044612	1.911030	0.061555	36.747174	6155.000000	9730	5.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	6333	0.040804	1.911030	0.056607	43.489209	5499.000000	9730	5.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	1165	0.020172	1.274020	0.029167	25.133607	7285.000000	9730	6.500000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	4030	0.054468	1.911030	0.078647	60.724563	3822.000000	9730	2.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	7828	0.045642	1.911030	0.065202	61.392600	3757.000000	9730	4.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	1137	0.033974	1.274020	0.052500	54.727646	4405.500000	9730	4.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	2765	0.077275	1.911030	0.112644	93.581706	625.000000	9730	1.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	6544	0.055680	2.548040	0.080382	88.967112	1074.000000	9730	1.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	promoter	1827320	1828519	1200	1200	0	1146	0.028665	0.637010	0.045000	43.746146	5474.000000	9730	5.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body	1825042	1827519	2478	2478	0	2328	0.043701	1.911030	0.060533	34.547790	6369.000000	9730	6.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	mtr	NCU06619	alternative	CM002239.1	1825042	1827519	-	gene_body_plus_minus_2kb	1823042	1829519	6478	6478	0	6171	0.032647	1.911030	0.047391	17.363823	8041.000000	9730	7.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	promoter	7406182	7407381	1200	1200	0	1146	0.033974	1.911030	0.045000	55.498458	4330.500000	9730	3.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body	7403946	7406381	2436	2436	0	2248	0.053346	1.911030	0.077176	58.031860	4084.000000	9730	3.000000	7
Kamei2021_WT_MNase_rep3	Kamei et al. 2021 rep3	MNase	nonduplicate	Kamei2021_WT_MNase_rep3.q20.nonduplicate.cpm.bw	csr-1	NCU00726	exploratory	CM002236.1	7403946	7406381	-	gene_body_plus_minus_2kb	7401946	7408381	6436	6436	0	5960	0.051072	1.911030	0.073959	79.039054	2040.000000	9730	2.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	promoter	3265920	3267119	1200	1200	0	130	2.733501	8.152950	0.891667	6.716341	9077.000000	9730	6.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body	3264327	3266119	1793	1793	0	0	8.828945	19.023500	1.000000	81.310380	1819.000000	9730	1.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	pan-2	NCU10048	focal	CM002241.1	3264327	3266119	-	gene_body_plus_minus_2kb	3262327	3268119	5793	5793	0	260	5.785968	19.023500	0.955118	17.189106	8058.000000	9730	5.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	promoter	4772958	4774157	1200	1200	0	0	6.119236	14.947100	1.000000	67.785200	3135.000000	9730	1.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body	4771247	4773157	1911	1911	0	0	5.697676	9.511770	1.000000	15.863309	8187.000000	9730	6.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3A	NCU03166	alternative	CM002236.1	4771247	4773157	-	gene_body_plus_minus_2kb	4769247	4775157	5911	5911	0	0	6.374359	14.947100	1.000000	34.064748	6416.000000	9730	3.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	promoter	4867362	4868561	1200	1200	0	180	5.464737	13.588200	0.850000	56.623844	4221.000000	9730	2.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body	4864849	4867561	2713	2713	0	0	7.323527	16.305901	1.000000	49.768756	4888.000000	9730	3.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-3B	NCU03194	alternative	CM002236.1	4864849	4867561	-	gene_body_plus_minus_2kb	4862849	4869561	6713	6713	0	180	7.192074	17.664700	0.973186	64.249743	3479.000000	9730	1.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	promoter	1129268	1130467	1200	1200	0	90	4.110444	8.152950	0.925000	28.864337	6922.000000	9730	3.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body	1125094	1129467	4374	4374	0	10	5.820204	13.588200	0.997714	17.631038	8015.000000	9730	5.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	ad-8	NCU09789	alternative	CM002241.1	1125094	1129467	-	gene_body_plus_minus_2kb	1123094	1131467	8374	8374	0	180	5.023625	13.588200	0.978505	5.102775	9234.000000	9730	7.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	promoter	4693770	4694969	1200	1200	0	10	3.267971	12.229400	0.991667	13.746146	8393.000000	9730	5.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body	4694770	4697885	3116	3116	0	0	7.383701	20.382401	1.000000	51.402878	4729.000000	9730	2.000000	7
Kamei2021_WT_totalH3_rep1	Kamei et al. 2021 rep1	total H3	nonduplicate	Kamei2021_WT_totalH3_rep1.q20.nonduplicate.cpm.bw	his-3	NCU03139	alternative	CM002236.1	4694770	4697885	+	gene_body_plus_minus_2kb	4692770	4699885	7116	7116	0	110	6.780563	23.100000	0.984542	48.843782	4978.000000	9730	2.000000	7
